postal_code,patient_count,year,source_flag
G4H2X7,0,2021,synthetic
G4H3B9,8,2021,synthetic
G4H3R7,0,2021,synthetic
G4H4B3,6,2021,synthetic
G4H6S8,9,2021,synthetic
G4H6Y2,4,2021,synthetic
G4J1G7,5,2021,synthetic
G4J1X6,2,2021,synthetic
G4J2A2,5,2021,synthetic
G4J4K0,1,2021,synthetic
G4J9H9,1,2021,synthetic
G4K6P5,4,2021,synthetic
G4K7B1,0,2021,synthetic
G4K7R0,8,2021,synthetic
G4K9C9,1,2021,synthetic
G4L0A0,7,2021,synthetic
G4L0P0,5,2021,synthetic
G4L0P9,1,2021,synthetic
G4L1E9,1,2021,synthetic
G4L1Y6,5,2021,synthetic
G4L7E6,0,2021,synthetic
G4L8P4,3,2021,synthetic
G4L9K9,9,2021,synthetic
G4M0E3,5,2021,synthetic
G4M2M9,25,2021,synthetic
G4M2X5,4,2021,synthetic
G4M3B5,0,2021,synthetic
G4M4S5,6,2021,synthetic
G4M8K7,9,2021,synthetic
G4M9A0,2,2021,synthetic
G4N3H0,5,2021,synthetic
G4N6X5,3,2021,synthetic
G4N7A6,6,2021,synthetic
G4P0P0,3,2021,synthetic
G4P1B6,9,2021,synthetic
G4P2V9,0,2021,synthetic
G4P3J5,0,2021,synthetic
G4P4P7,2,2021,synthetic
G4P5G0,3,2021,synthetic
G4P7V4,6,2021,synthetic
G4P9E6,8,2021,synthetic
G4R0R3,6,2021,synthetic
G4R3K8,14,2021,synthetic
G4R6H8,5,2021,synthetic
G4R6X8,4,2021,synthetic
G4S1J8,6,2021,synthetic
G4S1V9,8,2021,synthetic
G4S1Y6,1,2021,synthetic
G4S2N3,2,2021,synthetic
G4S3B1,8,2021,synthetic
G4S4R6,8,2021,synthetic
G4S4Y2,5,2021,synthetic
G4S5M6,2,2021,synthetic
G4S6A5,16,2021,synthetic
G4T0H7,3,2021,synthetic
G4T0Y5,4,2021,synthetic
G4T4L0,6,2021,synthetic
G4T5S6,6,2021,synthetic
G4T5X6,8,2021,synthetic
G4T6L6,2,2021,synthetic
G4T9N3,1,2021,synthetic
G4V4J2,3,2021,synthetic
G4V7T6,6,2021,synthetic
G4V8H5,5,2021,synthetic
G4V9N5,6,2021,synthetic
G4X3A0,7,2021,synthetic
G4Y0A7,5,2021,synthetic
G4Y0G8,4,2021,synthetic
G4Y0L7,1,2021,synthetic
G4Y0N1,4,2021,synthetic
G4Y1K6,2,2021,synthetic
G4Y3S8,7,2021,synthetic
G4Y5K6,6,2021,synthetic
G4Y7K5,1,2021,synthetic
G4Y8S6,7,2021,synthetic
G4Y9C2,6,2021,synthetic
G4Y9S4,5,2021,synthetic
G5A0J9,1,2021,synthetic
G5A0K3,6,2021,synthetic
G5A0K5,4,2021,synthetic
G5A0P9,2,2021,synthetic
G5A1Y0,3,2021,synthetic
G5A2S5,2,2021,synthetic
G5A4A8,3,2021,synthetic
G5A4C0,8,2021,synthetic
G5A4V7,4,2021,synthetic
G5A5B7,1,2021,synthetic
G5A5R0,0,2021,synthetic
G5A5V8,1,2021,synthetic
G5A8J7,12,2021,synthetic
G5A8L4,1,2021,synthetic
G5A8Y3,1,2021,synthetic
G5A9M6,1,2021,synthetic
G5B0T0,5,2021,synthetic
G5B0V5,5,2021,synthetic
G5B4M0,4,2021,synthetic
G5B7A1,10,2021,synthetic
G5C1C2,7,2021,synthetic
G5C1Y4,12,2021,synthetic
G5C3A8,3,2021,synthetic
G5C4A3,11,2021,synthetic
G5C4E7,7,2021,synthetic
G5C5N7,5,2021,synthetic
G5C6E8,10,2021,synthetic
G5C6H9,2,2021,synthetic
G5C8R5,4,2021,synthetic
G5C8T5,0,2021,synthetic
G5C9J3,5,2021,synthetic
G5E0Y1,1,2021,synthetic
G5E3H6,4,2021,synthetic
G5E6R4,2,2021,synthetic
G5E7A6,1,2021,synthetic
G5E7K8,5,2021,synthetic
G5E8P8,4,2021,synthetic
G5G1M8,7,2021,synthetic
G5G3H6,7,2021,synthetic
G5H0T5,4,2021,synthetic
G5H2V9,2,2021,synthetic
G5H3S4,6,2021,synthetic
G5H5S2,6,2021,synthetic
G5H6Y3,4,2021,synthetic
G5H7B1,11,2021,synthetic
G5H8G6,8,2021,synthetic
G5J2P7,3,2021,synthetic
G5J2S7,3,2021,synthetic
G5J3C4,2,2021,synthetic
G5J3Y9,2,2021,synthetic
G5J6S7,4,2021,synthetic
G5J6Y8,5,2021,synthetic
G5J8K8,3,2021,synthetic
G5K1B4,5,2021,synthetic
G5K2A9,6,2021,synthetic
G5K2Y6,16,2021,synthetic
G5K7K7,3,2021,synthetic
G5L1C7,10,2021,synthetic
G5L4N3,7,2021,synthetic
G5L4Y9,3,2021,synthetic
G5L5N6,5,2021,synthetic
G5L6E4,6,2021,synthetic
G5L8G3,3,2021,synthetic
G5L9G0,4,2021,synthetic
G5L9G1,2,2021,synthetic
G5M0G0,1,2021,synthetic
G5M0P9,1,2021,synthetic
G5M1M0,6,2021,synthetic
G5M2K0,7,2021,synthetic
G5M7N0,1,2021,synthetic
G5M8A9,4,2021,synthetic
G5M8P5,4,2021,synthetic
G5N1Y3,3,2021,synthetic
G5N6B0,1,2021,synthetic
G5N6V0,2,2021,synthetic
G5N7T8,0,2021,synthetic
G5P2K3,1,2021,synthetic
G5P7J6,6,2021,synthetic
G5P9B8,9,2021,synthetic
G5P9P6,5,2021,synthetic
G5R0C8,1,2021,synthetic
G5R0E7,7,2021,synthetic
G5R2H6,6,2021,synthetic
G5R2S7,4,2021,synthetic
G5R3X5,1,2021,synthetic
G5R4X1,0,2021,synthetic
G5S2V8,4,2021,synthetic
G5S5N5,7,2021,synthetic
G5S5T6,8,2021,synthetic
G5S6M9,1,2021,synthetic
G5S6P6,2,2021,synthetic
G5S8G9,2,2021,synthetic
G5S9E2,1,2021,synthetic
G5S9M4,5,2021,synthetic
G5T2B0,1,2021,synthetic
G5T3B5,10,2021,synthetic
G5T3N8,2,2021,synthetic
G5T4S4,7,2021,synthetic
G5T6L5,1,2021,synthetic
G5T9R0,3,2021,synthetic
G5V2G0,8,2021,synthetic
G5V3L8,6,2021,synthetic
G5V3P2,1,2021,synthetic
G5V5J7,8,2021,synthetic
G5V5T1,3,2021,synthetic
G5V8S2,3,2021,synthetic
G5X1V6,2,2021,synthetic
G5X2B1,3,2021,synthetic
G5X2M2,0,2021,synthetic
G5X3J3,7,2021,synthetic
G5X4V3,8,2021,synthetic
G5X9P2,9,2021,synthetic
G5Y0N8,4,2021,synthetic
G5Y3N9,8,2021,synthetic
G5Y4N7,3,2021,synthetic
G5Y6E0,0,2021,synthetic
G5Y9E8,1,2021,synthetic
G5Y9J8,2,2021,synthetic
G5Y9Y7,2,2021,synthetic
G6A1T6,6,2021,synthetic
G6A4Y3,4,2021,synthetic
G6A6G4,7,2021,synthetic
G6A9B0,10,2021,synthetic
G6B2N6,5,2021,synthetic
G6B5N4,5,2021,synthetic
G6B6T9,2,2021,synthetic
G6C0E3,6,2021,synthetic
G6C0K9,17,2021,synthetic
G6C3L3,8,2021,synthetic
G6C3Y9,8,2021,synthetic
G6C7A6,4,2021,synthetic
G6C8S8,6,2021,synthetic
G6C9K4,2,2021,synthetic
G6E2H2,6,2021,synthetic
G6E2J1,7,2021,synthetic
G6E2P9,6,2021,synthetic
G6E4J3,2,2021,synthetic
G6E5E8,1,2021,synthetic
G6E8Y2,7,2021,synthetic
G6G2R2,3,2021,synthetic
G6G2V6,7,2021,synthetic
G6G3B6,1,2021,synthetic
G6G7P7,10,2021,synthetic
G6G8A2,2,2021,synthetic
G6G8E0,3,2021,synthetic
G6G9Y3,3,2021,synthetic
G6G9Y8,8,2021,synthetic
G6H0E1,3,2021,synthetic
G6H2H0,10,2021,synthetic
G6H5G7,17,2021,synthetic
G6H7L9,8,2021,synthetic
G6H8X0,9,2021,synthetic
G6H9M4,7,2021,synthetic
G6H9Y4,7,2021,synthetic
G6J0B8,14,2021,synthetic
G6J1G6,7,2021,synthetic
G6J1S9,5,2021,synthetic
G6J2K2,11,2021,synthetic
G6J4G3,3,2021,synthetic
G6J4G7,10,2021,synthetic
G6K1Y5,17,2021,synthetic
G6K2E4,2,2021,synthetic
G6K8E6,12,2021,synthetic
G6K8M4,6,2021,synthetic
G6K8V5,4,2021,synthetic
G6L1B4,3,2021,synthetic
G6L2X1,10,2021,synthetic
G6L4M5,9,2021,synthetic
G6L6A9,10,2021,synthetic
G6L6M8,25,2021,synthetic
G6L7A9,11,2021,synthetic
G6L9S9,9,2021,synthetic
G6M0H7,18,2021,synthetic
G6M2B8,2,2021,synthetic
G6M2Y6,9,2021,synthetic
G6M5G2,8,2021,synthetic
G6M7A0,2,2021,synthetic
G6N0H2,2,2021,synthetic
G6N0N5,1,2021,synthetic
G6N1E9,8,2021,synthetic
G6N2H9,8,2021,synthetic
G6N3G9,65,2021,synthetic
G6N4E3,9,2021,synthetic
G6N4L9,4,2021,synthetic
G6P0P4,8,2021,synthetic
G6P0V8,7,2021,synthetic
G6P3A6,10,2021,synthetic
G6P6A2,11,2021,synthetic
G6P6M5,5,2021,synthetic
G6R0G5,4,2021,synthetic
G6R0J4,0,2021,synthetic
G6R0P5,12,2021,synthetic
G6R1P0,8,2021,synthetic
G6R4L6,9,2021,synthetic
G6R5T2,7,2021,synthetic
G6R6Y0,2,2021,synthetic
G6R8N8,6,2021,synthetic
G6R8R5,5,2021,synthetic
G6R8V1,2,2021,synthetic
G6R9K8,2,2021,synthetic
G6S2M1,4,2021,synthetic
G6S3P2,9,2021,synthetic
G6S5G4,6,2021,synthetic
G6S5L9,16,2021,synthetic
G6S5N9,15,2021,synthetic
G6S5P2,9,2021,synthetic
G6T3A8,17,2021,synthetic
G6T3L1,13,2021,synthetic
G6T4B9,7,2021,synthetic
G6T5K1,5,2021,synthetic
G6T5X5,11,2021,synthetic
G6T8N2,8,2021,synthetic
G6V4L5,6,2021,synthetic
G6V4M1,8,2021,synthetic
G6V8C5,4,2021,synthetic
G6V9X0,6,2021,synthetic
G6X1N9,3,2021,synthetic
G6X1Y6,5,2021,synthetic
G6X6G4,4,2021,synthetic
G6X6L4,6,2021,synthetic
G6X9S5,5,2021,synthetic
G6Y0P3,5,2021,synthetic
G6Y2S5,2,2021,synthetic
G6Y2X1,5,2021,synthetic
G6Y5C6,4,2021,synthetic
G6Y5C9,4,2021,synthetic
G6Y7G3,5,2021,synthetic
G6Y7S2,5,2021,synthetic
G6Y8N3,7,2021,synthetic
G6Y9V3,5,2021,synthetic
G7A0N8,13,2021,synthetic
G7A4E9,9,2021,synthetic
G7A5G6,2,2021,synthetic
G7A7B2,5,2021,synthetic
G7A7K2,2,2021,synthetic
G7A8J2,6,2021,synthetic
G7A8T5,4,2021,synthetic
G7B1K8,1,2021,synthetic
G7B1L6,11,2021,synthetic
G7B5G8,11,2021,synthetic
G7B6H9,9,2021,synthetic
G7B7T1,7,2021,synthetic
G7B8J8,2,2021,synthetic
G7B8K2,1,2021,synthetic
G7B8L4,92,2021,synthetic
G7B9A1,11,2021,synthetic
G7B9M6,12,2021,synthetic
G7C0J3,8,2021,synthetic
G7C2H9,2,2021,synthetic
G7C4E4,7,2021,synthetic
G7C4K2,10,2021,synthetic
G7C5X5,6,2021,synthetic
G7C6J1,8,2021,synthetic
G7C7G8,1,2021,synthetic
G7E0A7,4,2021,synthetic
G7E1H0,7,2021,synthetic
G7E3J9,0,2021,synthetic
G7E6N7,1,2021,synthetic
G7E8P0,8,2021,synthetic
G7E8T5,13,2021,synthetic
G7G1Y3,5,2021,synthetic
G7G2M4,9,2021,synthetic
G7G5B2,6,2021,synthetic
G7G5L0,6,2021,synthetic
G7G5V3,10,2021,synthetic
G7G6J0,4,2021,synthetic
G7H1G2,19,2021,synthetic
G7H3H3,5,2021,synthetic
G7H3H7,9,2021,synthetic
G7H6X7,9,2021,synthetic
G7H7L0,6,2021,synthetic
G7H7M0,11,2021,synthetic
G7H7P3,11,2021,synthetic
G7H7V4,8,2021,synthetic
G7H9C1,2,2021,synthetic
G7H9L3,0,2021,synthetic
G7J1G6,4,2021,synthetic
G7J1G7,2,2021,synthetic
G7J1N5,5,2021,synthetic
G7J5K5,4,2021,synthetic
G7J8G0,6,2021,synthetic
G7K0K6,13,2021,synthetic
G7K0R6,4,2021,synthetic
G7K0R9,6,2021,synthetic
G7K2A9,7,2021,synthetic
G7K3C5,12,2021,synthetic
G7K4E3,7,2021,synthetic
G7K4Y1,10,2021,synthetic
G7K5C4,5,2021,synthetic
G7K5V6,5,2021,synthetic
G7L0T4,4,2021,synthetic
G7L1T2,8,2021,synthetic
G7L2P4,2,2021,synthetic
G7L4S3,8,2021,synthetic
G7L5H0,4,2021,synthetic
G7L7M5,4,2021,synthetic
G7L8A6,17,2021,synthetic
G7L8H0,7,2021,synthetic
G7L8H4,7,2021,synthetic
G7M1X4,1,2021,synthetic
G7M2C9,5,2021,synthetic
G7M2K2,6,2021,synthetic
G7M2N4,1,2021,synthetic
G7M2N5,2,2021,synthetic
G7M3T4,10,2021,synthetic
G7M4B5,3,2021,synthetic
G7M4C2,4,2021,synthetic
G7M4R2,8,2021,synthetic
G7M4X0,2,2021,synthetic
G7M6V0,11,2021,synthetic
G7M9J3,4,2021,synthetic
G7N0J0,4,2021,synthetic
G7N0K7,11,2021,synthetic
G7N3R7,2,2021,synthetic
G7N3R8,17,2021,synthetic
G7N4E7,4,2021,synthetic
G7N6T3,8,2021,synthetic
G7N6X3,8,2021,synthetic
G7N8L6,2,2021,synthetic
G7N8T5,1,2021,synthetic
G7N9G7,6,2021,synthetic
G7N9X1,13,2021,synthetic
G7P1B4,5,2021,synthetic
G7P2G7,11,2021,synthetic
G7P2P3,4,2021,synthetic
G7P3L9,5,2021,synthetic
G7P3S1,5,2021,synthetic
G7P4C4,4,2021,synthetic
G7P4C7,0,2021,synthetic
G7P5E5,3,2021,synthetic
G7P5M6,7,2021,synthetic
G7P7V8,5,2021,synthetic
G7P9K3,4,2021,synthetic
G7R3Y4,7,2021,synthetic
G7R6J0,9,2021,synthetic
G7R6N3,7,2021,synthetic
G7R8H1,6,2021,synthetic
G7S1J0,8,2021,synthetic
G7S4P1,6,2021,synthetic
G7S7M4,5,2021,synthetic
G7T0G1,9,2021,synthetic
G7T0N5,4,2021,synthetic
G7T1Y7,3,2021,synthetic
G7T3E4,5,2021,synthetic
G7T4T5,4,2021,synthetic
G7T6L7,6,2021,synthetic
G7T7P6,13,2021,synthetic
G7T9E2,4,2021,synthetic
G7V1E3,4,2021,synthetic
G7V2N8,3,2021,synthetic
G7V7N8,15,2021,synthetic
G7V8A6,9,2021,synthetic
G7V8A8,8,2021,synthetic
G7V9S4,8,2021,synthetic
G7X0N8,11,2021,synthetic
G7X2S0,3,2021,synthetic
G7X3Y9,8,2021,synthetic
G7X5P1,4,2021,synthetic
G7X7H1,2,2021,synthetic
G7X8A8,3,2021,synthetic
G7X8H6,4,2021,synthetic
G7X8J3,2,2021,synthetic
G7X9V8,9,2021,synthetic
G7Y0Y9,6,2021,synthetic
G7Y1A7,1,2021,synthetic
G7Y6V1,1,2021,synthetic
G8A0K7,5,2021,synthetic
G8A1G3,8,2021,synthetic
G8A1G8,5,2021,synthetic
G8A1Y2,15,2021,synthetic
G8A4V5,9,2021,synthetic
G8A5V4,9,2021,synthetic
G8A7L6,3,2021,synthetic
G8A9A8,5,2021,synthetic
G8A9B1,9,2021,synthetic
G8B0C2,2,2021,synthetic
G8B1J5,11,2021,synthetic
G8B2R2,5,2021,synthetic
G8B4V0,5,2021,synthetic
G8B5B0,8,2021,synthetic
G8B5J2,2,2021,synthetic
G8B7X5,5,2021,synthetic
G8C0K0,1,2021,synthetic
G8C0K7,2,2021,synthetic
G8C2B1,1,2021,synthetic
G8C4L0,7,2021,synthetic
G8C7S7,3,2021,synthetic
G8C9E5,4,2021,synthetic
G8C9G8,5,2021,synthetic
G8E2A0,1,2021,synthetic
G8E2J2,2,2021,synthetic
G8E2V1,2,2021,synthetic
G8E3A5,2,2021,synthetic
G8E4T7,7,2021,synthetic
G8E7X2,7,2021,synthetic
G8E9S6,10,2021,synthetic
G8G1R5,3,2021,synthetic
G8G2H5,6,2021,synthetic
G8G4K0,1,2021,synthetic
G8G7E4,0,2021,synthetic
G8G7H7,5,2021,synthetic
G8G9S6,10,2021,synthetic
G8H2G8,5,2021,synthetic
G8H2Y4,3,2021,synthetic
G8H4K3,6,2021,synthetic
G8H4R6,2,2021,synthetic
G8H6B5,2,2021,synthetic
G8H6M0,4,2021,synthetic
G8H8S1,16,2021,synthetic
G8J1T3,5,2021,synthetic
G8J3H4,5,2021,synthetic
G8J5L3,7,2021,synthetic
G8J7E4,6,2021,synthetic
G8J7P8,5,2021,synthetic
G8K2K7,0,2021,synthetic
G8L3P9,7,2021,synthetic
G8L3V3,3,2021,synthetic
G8L4L6,2,2021,synthetic
G8L6N4,10,2021,synthetic
G8L6T6,14,2021,synthetic
G8L7A8,10,2021,synthetic
G8L7M9,8,2021,synthetic
G8M2M5,0,2021,synthetic
G8M4E4,0,2021,synthetic
G8M4G2,0,2021,synthetic
G8M5L4,9,2021,synthetic
G8M5L7,8,2021,synthetic
G8M6P5,3,2021,synthetic
G8M8S0,8,2021,synthetic
G8M8V3,10,2021,synthetic
G8N2E0,15,2021,synthetic
G8N3J0,2,2021,synthetic
G8N5H9,4,2021,synthetic
G8N5M8,8,2021,synthetic
G8N7X3,9,2021,synthetic
G8N9M2,8,2021,synthetic
G8P1C3,5,2021,synthetic
G8P4N0,6,2021,synthetic
G8P6R6,7,2021,synthetic
G8P7Y4,4,2021,synthetic
G8P8P4,2,2021,synthetic
G8P9H2,11,2021,synthetic
G8P9N9,8,2021,synthetic
G8R0H7,6,2021,synthetic
G8R0T9,3,2021,synthetic
G8R1E3,4,2021,synthetic
G8R1N4,2,2021,synthetic
G8R1X5,14,2021,synthetic
G8R3H2,10,2021,synthetic
G8R3K6,2,2021,synthetic
G8R7X9,1,2021,synthetic
G8S0E9,2,2021,synthetic
G8S2A7,7,2021,synthetic
G8S2Y7,1,2021,synthetic
G8S4R6,0,2021,synthetic
G8S5J5,3,2021,synthetic
G8S7V2,2,2021,synthetic
G8T0H6,4,2021,synthetic
G8T0K3,5,2021,synthetic
G8T1J2,15,2021,synthetic
G8T9R7,7,2021,synthetic
G8V0R1,4,2021,synthetic
G8V0X0,5,2021,synthetic
G8V2C7,8,2021,synthetic
G8V2H4,11,2021,synthetic
G8V5B4,9,2021,synthetic
G8V6T4,9,2021,synthetic
G8V8J4,22,2021,synthetic
G8X0B8,9,2021,synthetic
G8X1L0,10,2021,synthetic
G8X3C5,6,2021,synthetic
G8X3Y0,3,2021,synthetic
G8X4P6,2,2021,synthetic
G8X5N9,12,2021,synthetic
G8X8M7,6,2021,synthetic
G8X8T3,2,2021,synthetic
G8X9C5,2,2021,synthetic
G8Y3C4,15,2021,synthetic
G8Y6M8,3,2021,synthetic
G8Y7B5,6,2021,synthetic
G8Y7H3,6,2021,synthetic
G8Y7T2,2,2021,synthetic
G8Y8T3,3,2021,synthetic
G8Y9J4,5,2021,synthetic
G9A0Y1,3,2021,synthetic
G9A1H6,11,2021,synthetic
G9A3P5,12,2021,synthetic
G9A6A0,5,2021,synthetic
G9A7J2,7,2021,synthetic
G9A7K0,2,2021,synthetic
G9A8N1,5,2021,synthetic
G9A9B9,4,2021,synthetic
G9A9C1,4,2021,synthetic
G9B0M1,2,2021,synthetic
G9B3A2,2,2021,synthetic
G9B7N9,3,2021,synthetic
G9C1V7,9,2021,synthetic
G9C3N4,2,2021,synthetic
G9C5H7,2,2021,synthetic
G9C7E9,5,2021,synthetic
G9C9H7,0,2021,synthetic
G9E0Y6,2,2021,synthetic
G9E1K7,3,2021,synthetic
G9E1V0,1,2021,synthetic
G9E6M2,3,2021,synthetic
G9E6N7,9,2021,synthetic
G9E7R2,2,2021,synthetic
G9E9X1,9,2021,synthetic
G9G0L2,9,2021,synthetic
G9G2C9,4,2021,synthetic
G9G3S6,7,2021,synthetic
G9H1S2,1,2021,synthetic
G9H4C5,6,2021,synthetic
G9H4Y1,6,2021,synthetic
G9H6Y4,7,2021,synthetic
G9H7H9,10,2021,synthetic
G9H7N9,21,2021,synthetic
G9H8B3,8,2021,synthetic
G9H9K5,11,2021,synthetic
G9J4R6,24,2021,synthetic
G9J7G6,1,2021,synthetic
G9J9V2,1,2021,synthetic
G9K0T4,6,2021,synthetic
G9K1A8,0,2021,synthetic
G9K2V3,5,2021,synthetic
G9K4L7,4,2021,synthetic
G9K4X6,12,2021,synthetic
G9K5P1,1,2021,synthetic
G9L0H8,1,2021,synthetic
G9L1M3,3,2021,synthetic
G9L2V9,3,2021,synthetic
G9L6R2,2,2021,synthetic
G9M0T0,1,2021,synthetic
G9M2M6,4,2021,synthetic
G9M2S0,5,2021,synthetic
G9M3H7,2,2021,synthetic
G9M3J2,1,2021,synthetic
G9M3X6,3,2021,synthetic
G9M4H4,3,2021,synthetic
G9M4J2,1,2021,synthetic
G9M6S9,2,2021,synthetic
G9M6Y3,5,2021,synthetic
G9M7E2,7,2021,synthetic
G9N2K3,7,2021,synthetic
G9N2L6,3,2021,synthetic
G9N3L3,6,2021,synthetic
G9N4H3,2,2021,synthetic
G9N5B9,5,2021,synthetic
G9N6B5,6,2021,synthetic
G9N6Y8,2,2021,synthetic
G9N8G7,2,2021,synthetic
G9N8R2,0,2021,synthetic
G9N8T0,1,2021,synthetic
G9P3T3,3,2021,synthetic
G9P6J6,7,2021,synthetic
G9P6T4,1,2021,synthetic
G9P8G4,6,2021,synthetic
G9P9E5,9,2021,synthetic
G9R0N3,4,2021,synthetic
G9R1P1,3,2021,synthetic
G9R5R8,0,2021,synthetic
G9R8J5,3,2021,synthetic
G9S0M5,5,2021,synthetic
G9S4P8,0,2021,synthetic
G9S5G1,3,2021,synthetic
G9S9S6,0,2021,synthetic
G9T0P3,1,2021,synthetic
G9T2A4,10,2021,synthetic
G9T2P2,11,2021,synthetic
G9T3E2,4,2021,synthetic
G9T5T4,11,2021,synthetic
G9T9G9,3,2021,synthetic
G9T9T8,5,2021,synthetic
G9T9X2,2,2021,synthetic
G9V7L1,2,2021,synthetic
G9V7V7,1,2021,synthetic
G9V8B8,10,2021,synthetic
G9V8M6,7,2021,synthetic
G9V9V8,3,2021,synthetic
G9X0X2,2,2021,synthetic
G9X2B4,7,2021,synthetic
G9X3T1,3,2021,synthetic
G9X5J7,2,2021,synthetic
G9X5P8,2,2021,synthetic
G9X7R0,0,2021,synthetic
G9X8A7,5,2021,synthetic
G9Y0J7,6,2021,synthetic
G9Y0S5,6,2021,synthetic
G9Y4T0,7,2021,synthetic
H0A1S5,5,2021,synthetic
H0A2R6,6,2021,synthetic
H0A2Y9,12,2021,synthetic
H0A6V7,1,2021,synthetic
H0A9B1,9,2021,synthetic
H0B4A9,7,2021,synthetic
H0B4E7,2,2021,synthetic
H0B6C0,1,2021,synthetic
H0B6H8,9,2021,synthetic
H0B7E1,4,2021,synthetic
H0B7S8,0,2021,synthetic
H0C0J7,10,2021,synthetic
H0C1M9,11,2021,synthetic
H0C5B1,11,2021,synthetic
H0C6C4,0,2021,synthetic
H0C6G7,0,2021,synthetic
H0C6G8,5,2021,synthetic
H0C6J9,2,2021,synthetic
H0C6P5,5,2021,synthetic
H0C8P8,1,2021,synthetic
H0C8X0,1,2021,synthetic
H0E2K2,7,2021,synthetic
H0E3N1,0,2021,synthetic
H0E3P1,5,2021,synthetic
H0E3X4,4,2021,synthetic
H0E4N0,2,2021,synthetic
H0E5K8,2,2021,synthetic
H0G0A2,3,2021,synthetic
H0G0B8,9,2021,synthetic
H0G1L0,2,2021,synthetic
H0G2E4,4,2021,synthetic
H0G2T2,6,2021,synthetic
H0G3A7,3,2021,synthetic
H0G4Y0,1,2021,synthetic
H0G4Y1,2,2021,synthetic
H0G4Y4,9,2021,synthetic
H0G5P7,6,2021,synthetic
H0G7A8,6,2021,synthetic
H0G7J2,2,2021,synthetic
H0G9J6,2,2021,synthetic
H0H0R1,5,2021,synthetic
H0H2C5,5,2021,synthetic
H0H5E7,6,2021,synthetic
H0H7B1,4,2021,synthetic
H0H9S8,3,2021,synthetic
H0J2E8,5,2021,synthetic
H0J3G5,3,2021,synthetic
H0J4P0,0,2021,synthetic
H0J5Y7,6,2021,synthetic
H0J7T4,1,2021,synthetic
H0J9A2,12,2021,synthetic
H0K0S5,0,2021,synthetic
H0K3N3,3,2021,synthetic
H0K3P0,8,2021,synthetic
H0K6G9,5,2021,synthetic
H0K7A6,4,2021,synthetic
H0K8C0,3,2021,synthetic
H0L0J8,6,2021,synthetic
H0M0E3,3,2021,synthetic
H0M1G8,5,2021,synthetic
H0M1M5,1,2021,synthetic
H0M3E9,1,2021,synthetic
H0M3G6,4,2021,synthetic
H0M3J7,12,2021,synthetic
H0M3S4,9,2021,synthetic
H0M3Y9,11,2021,synthetic
H0M4Y9,0,2021,synthetic
H0M5H0,6,2021,synthetic
H0M6S4,4,2021,synthetic
H0M7K8,4,2021,synthetic
H0M8M0,2,2021,synthetic
H0N1K5,2,2021,synthetic
H0N1R3,0,2021,synthetic
H0N4L4,9,2021,synthetic
H0N5B0,4,2021,synthetic
H0N5G7,2,2021,synthetic
H0N7S7,11,2021,synthetic
H0N7Y5,7,2021,synthetic
H0N9B1,6,2021,synthetic
H0P1M6,3,2021,synthetic
H0P1P6,6,2021,synthetic
H0P2T2,4,2021,synthetic
H0P5A6,4,2021,synthetic
H0P5P0,1,2021,synthetic
H0P6J9,5,2021,synthetic
H0P7A1,2,2021,synthetic
H0R2G4,6,2021,synthetic
H0R3C4,5,2021,synthetic
H0R9G0,7,2021,synthetic
H0S0E0,20,2021,synthetic
H0S3J6,13,2021,synthetic
H0S3T6,18,2021,synthetic
H0S3V6,16,2021,synthetic
H0S4X8,9,2021,synthetic
H0S5T2,17,2021,synthetic
H0S7H3,5,2021,synthetic
H0S8C1,3,2021,synthetic
H0S9V0,8,2021,synthetic
H0T1T7,5,2021,synthetic
H0T3J8,10,2021,synthetic
H0T7A6,6,2021,synthetic
H0T7H0,4,2021,synthetic
H0T7P6,3,2021,synthetic
H0V0B8,7,2021,synthetic
H0V1N7,0,2021,synthetic
H0V7J2,7,2021,synthetic
H0V8R3,14,2021,synthetic
H0V9C3,7,2021,synthetic
H0X4B9,10,2021,synthetic
H0X5L0,10,2021,synthetic
H0X9C8,12,2021,synthetic
H0Y0P3,3,2021,synthetic
H0Y0V0,5,2021,synthetic
H0Y1P2,8,2021,synthetic
H0Y2S4,5,2021,synthetic
H0Y4H1,8,2021,synthetic
H0Y4N1,2,2021,synthetic
H0Y6A8,1,2021,synthetic
H1A0A9,10,2021,synthetic
H1A2Y2,16,2021,synthetic
H1A4M2,11,2021,synthetic
H1A7X0,4,2021,synthetic
H1A7X2,5,2021,synthetic
H1A8N4,11,2021,synthetic
H1A8X7,27,2021,synthetic
H1B1J2,11,2021,synthetic
H1B2S7,3,2021,synthetic
H1B3K4,4,2021,synthetic
H1B3V2,7,2021,synthetic
H1B5B2,2,2021,synthetic
H1B5P8,13,2021,synthetic
H1B6C2,13,2021,synthetic
H1B7E1,9,2021,synthetic
H1C0M5,7,2021,synthetic
H1C1E0,24,2021,synthetic
H1C2A7,12,2021,synthetic
H1C2E8,10,2021,synthetic
H1C4V2,9,2021,synthetic
H1C5A7,32,2021,synthetic
H1C7C5,11,2021,synthetic
H1C9X2,5,2021,synthetic
H1E0B9,4,2021,synthetic
H1E3T2,0,2021,synthetic
H1E4C9,2,2021,synthetic
H1E7M3,6,2021,synthetic
H1E9P9,2,2021,synthetic
H1G1J2,3,2021,synthetic
H1G4H8,7,2021,synthetic
H1G4M5,4,2021,synthetic
H1G7L4,8,2021,synthetic
